ParcelaFecha,Parcela,Fecha,Campana,FactorN,N,FactorW,FactorNW,N_all,Biomasa_all,Ncontent_all,NNI_ajusted,NNI_justes,Biomasa_Tallo,N_Tallo,N_content_Tallo,Biomasa_Espigas,N_Espigas,Ncontent_Espigas,Yield,Grain_Nporcent,Grain_Ncontent,Conductance,sigma0_VH_s1a,sigma0_VV_s1a,sigma0_VH_s1b,sigma0_VV_s1b,VV_VH_s1a,VV_VH_s1b,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,temp,Chl,Flav,Anth,NBI
1920190311,19,20190311,2019,N1,99,irrigated,N1,3.0574,1.306,3.9929644,0.786919933,0.643050919,1306,3.0574,39.929644,0,0,0,4027.099716,1.8061,72.73344797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.04105,0.0783,0.0658,0.439575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.34066667,42.10466667,1.5932,0.151666667,26.66266667
1920190412,19,20190412,2019,N1,99,irrigated,N1,1.52495,4.2683,6.508944085,0.695418867,0.541345467,4268.3,1.52495,65.08944085,0,0,0,4027.099716,1.8061,72.73344797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.026325,0.053275,0.0446,0.3954,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.42,39.91791667,1.566166667,0.14225,25.72333333
1920190516,19,20190516,2019,N1,99,irrigated,N1_irri,1.037797154,7.80627625,8.101331272,0.633491245,0.481081774,5298.468776,0.77298,40.95610395,2507.807473,1.5973,40.05720877,4027.099716,1.8061,72.73344797,185.8,0.008187444,0.033350626,0.004470216,0.029475734,4.073386556,6.593805067,0.038225,0.07185,0.0674,0.368025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.664,43.75113333,1.545666667,0.114333333,28.49066667
2020180322,20,20180322,2018,N3,186,rainfed,N3,3.2655,4.0968,13.3781004,1.459950863,1.138404205,4096.8,3.2655,133.781004,0,0,0,7095.462492,1.9923,141.3628992,189.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0001,0.0241,0.012933333,0.417566667,0.0706,0.2941,0.3951,0.407,0.1605,0.0805,16.32,41.22053333,1.354066667,0.146666667,30.89666667
2020180419,20,20180419,2018,N3,186,rainfed,N3,1.9261,10.92613047,21.04481991,1.383043451,1.035922319,10926.13047,1.9261,210.4481991,0,0,0,7095.462492,1.9923,141.3628992,266.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0126,0.0374,0.025066667,0.393333333,0.0656,0.2906,0.4191,0.4182,0.141,0.0827,25.80666667,40.38813333,1.601133333,0.133333333,25.36133333
2020180515,20,20180515,2018,N3,186,rainfed,N3_rain,1.585823048,12.6332,20.03401973,1.221415465,0.909431209,9424.5,1.5,174.2051843,3208.7,1.8379,62.67700821,7095.462492,1.9923,141.3628992,#N/A,0.013994184,0.067623392,0.010886974,0.0590601,4.832249772,5.424840923,0.025966667,0.051533333,0.0327,0.429066667,0.0828,0.2947,0.4051,0.4235,0.1622,0.0914,25.83866667,36.54273333,1.461866667,0.129384615,25.50133333
2020190311,20,20190311,2019,N3,199,irrigated,N3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.4208,#N/A,0,0,0,4716.871128,2.2008,103.8088998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0388,0.0725,0.059475,0.4394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.04307692,39.87653846,1.548692308,0.146692308,25.85846154
2020190412,20,20190412,2019,N3,199,irrigated,N3,1.7827,8.49081,15.13656699,1.133283123,0.857669556,8490.81,1.7827,151.3656699,0,0,0,4716.871128,2.2008,103.8088998,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.021525,0.0454,0.038875,0.40365,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.31583333,43.65883333,1.47425,0.126666667,29.715
2020190516,20,20190516,2019,N3,199,irrigated,N3_irri,1.244044083,12.16411448,15.13269464,0.94082182,0.70159675,8064.560119,1.00906,81.37625033,4099.554362,1.7063,69.95069608,4716.871128,2.2008,103.8088998,259.2666667,0.010605465,0.038792444,0.003854977,0.029398,3.657778685,7.625986788,0.02775,0.060525,0.0523,0.38555,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.98071429,43.38464286,1.495571429,0.105642857,29.42
2120180322,21,20180322,2018,N0,36,rainfed,N0,1.95635,1.131,2.21263185,0.469728297,0.386120842,1131,1.95635,22.1263185,0,0,0,4297.20957,1.4045,60.35430841,73.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0103,0.0493,0.04165,0.36315,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.67066667,28.27466667,1.705,0.207266667,16.598
2120180419,21,20180419,2018,N0,36,rainfed,N0,1.2154,3.709049663,4.50797896,0.517905856,0.405489433,3709.049663,1.2154,45.0797896,0,0,0,4297.20957,1.4045,60.35430841,250.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.02725,0.05705,0.05355,0.2991,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.84133333,24.6474,1.7054,0.202,14.53066667
2120180515,21,20180515,2018,N0,36,rainfed,N0_rain,0.642886467,7.5399,4.847299673,0.385904278,0.293478365,5867.2,0.45254,22.11397511,1672.7,1.31055,18.96155353,4297.20957,1.4045,60.35430841,#N/A,0.011343872,0.053268135,0.014920565,0.038155183,4.695763136,2.557221019,0.03685,0.0716,0.05795,0.33855,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.676,25.81293333,1.731142857,0.169615385,14.795
2120190311,21,20190311,2019,N0,57,irrigated,N0,3.11495,1.6355,5.094500725,0.893762287,0.723653789,1635.5,3.11495,50.94500725,0,0,0,3769.901633,1.75,65.97327857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.039625,0.074325,0.06155,0.429675,0.1221,0.3444,0.4093,0.4357,0.2536,0.1468,20.23066667,37.05866667,1.5718,0.1542,23.71466667
2120190412,21,20190412,2019,N0,57,irrigated,N0,1.2802,3.83838,4.913894076,0.554624464,0.433628125,3838.38,1.2802,49.13894076,0,0,0,3769.901633,1.75,65.97327857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0269,0.057175,0.048275,0.3809,0.1017,0.2837,0.3521,0.3744,0.1826,0.1067,13.27666667,38.281,1.5835,0.148416667,24.43583333
2120190516,21,20190516,2019,N0,57,irrigated,N0_irri,0.843327033,8.332642048,7.027142295,0.531265739,0.40237242,5649.547035,0.529915,29.93779717,2683.095013,1.50325,40.33362579,3769.901633,1.75,65.97327857,314.85,0.011792497,0.023910415,0.009292378,0.023855891,2.027595666,2.567253597,0.040275,0.07805,0.078925,0.34655,0.139,0.2639,0.3213,0.3469,0.2362,0.159,23.03214286,31.412,1.687142857,0.149214286,18.82
220180322,2,20180322,2018,N3,186,irrigated,N3,3.8257,3.8058,14.55984906,1.650608363,1.290964334,3805.8,3.8257,145.5984906,0,0,0,7785.65998,2.2535,175.4498476,180.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0001,0.02155,0.00535,0.45625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.402,39.82186667,1.282615385,0.158357143,31.86153846
220180419,2,20180419,2018,N3,186,irrigated,N3,2.8065,8.553357209,24.00499701,1.790460563,1.354614269,8553.357209,2.8065,240.0499701,0,0,0,7785.65998,2.2535,175.4498476,379.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.009625,0.0273,0.01245,0.458025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.52266667,37.30106667,1.464866667,0.127533333,25.83866667
220180515,2,20180515,2018,N3,186,irrigated,N3_irri,1.504760987,14.76284732,22.21455671,1.249552264,0.924457474,11177.78912,1.37195,153.3536779,3585.058198,1.91885,68.79188923,7785.65998,2.2535,175.4498476,#N/A,0.003926836,0.030188709,0.005879113,0.028426178,7.687794919,4.835112987,0.02605,0.0431,0.0285,0.451075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,28.99,43.81006667,1.540133333,0.106666667,28.82266667
220190311,2,20190311,2019,N3,199,rainfed,N3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.08645,#N/A,0,0,0,4222.017978,2.5803,108.9407299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0428,0.080925,0.0733,0.416725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.143125,40.3510625,1.5226875,0.1454375,26.994375
220190412,2,20190412,2019,N3,199,rainfed,N3,1.964,9.16799,18.00593236,1.295679595,0.977491225,9167.99,1.964,180.0593236,0,0,0,4222.017978,2.5803,108.9407299,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.022525,0.0472,0.0368,0.42415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.66636364,38.83654545,1.648454545,0.148909091,23.72363636
220190516,2,20190516,2019,N3,199,rainfed,N3_rain,1.617843934,11.19513574,18.11198244,1.175426664,0.879536408,8036.854697,1.49095,119.8254851,3158.281042,1.94075,61.29433932,4222.017978,2.5803,108.9407299,115.6333333,0.009566375,0.037820758,0.011539288,0.041518092,3.95350988,3.597976984,0.033075,0.065875,0.0715,0.35675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.74933333,35.1418,1.696666667,0.127666667,20.93133333
2220180322,22,20180322,2018,N1,86,rainfed,N1,2.1313,2.5232,5.37769616,0.753988939,0.599726782,2523.2,2.1313,53.7769616,0,0,0,6369.522047,1.4675,93.47273604,133.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.001033333,0.033266667,0.0222,0.381866667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.81,33.5092,1.633714286,0.171,20.83214286
2220180419,22,20180419,2018,N1,86,rainfed,N1,1.03123,4.371196714,4.507709187,0.47571105,0.369953476,4371.196714,1.03123,45.07709187,0,0,0,6369.522047,1.4675,93.47273604,265.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0135,0.041166667,0.0309,0.347866667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.97466667,32.73466667,1.599333333,0.154266667,20.57533333
2220180515,22,20180515,2018,N1,86,rainfed,N1_rain,0.708140284,9.1448,6.475801272,0.4665994,0.352050139,7039.6,0.51507,35.38453462,2105.2,1.35375,26.32274995,6369.522047,1.4675,93.47273604,#N/A,0.010489134,0.048969876,0.011363012,0.048020296,4.668629028,4.226018045,0.0286,0.056833333,0.041133333,0.3733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26.73533333,31.6444,1.729642857,0.143066667,18.65928571
2220190311,22,20190311,2019,N1,99,irrigated,N1,3.55535,1.588,5.6458958,1.005705631,0.815275701,1588,3.55535,56.458958,0,0,0,4331.420483,1.6979,73.54318838,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.04035,0.07595,0.064575,0.432825,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.16733333,39.48346667,1.5452,0.150866667,25.714
2220190412,22,20190412,2019,N1,99,irrigated,N1,1.63195,4.4227,7.217625265,0.757097187,0.588500632,4422.7,1.63195,72.17625265,0,0,0,4331.420483,1.6979,73.54318838,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.024875,0.05375,0.04325,0.3912,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.42727273,44.23845455,1.525909091,0.13,29.22909091
2220190516,22,20190516,2019,N1,99,irrigated,N1_irri,1.039503637,10.22948171,10.63358344,0.723041204,0.543034642,7298.936593,0.764335,55.78832701,2930.545112,1.72485,50.54750737,4331.420483,1.6979,73.54318838,230.5,0.009778479,0.020933981,0.00957291,0.022331959,2.140821779,2.332828607,0.03465,0.06665,0.065375,0.35845,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.392,41.31273333,1.5792,0.111,26.26533333
2320180322,23,20180322,2018,N2,136,rainfed,N2,2.45855,3.5166,8.64573693,1.021019816,0.801145904,3516.6,2.45855,86.4573693,0,0,0,6055.777527,1.6603,100.5440743,136.55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0001,0.0184,0.006625,0.429375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.33466667,39.63013333,1.329466667,0.15,30.456
2320180419,23,20180419,2018,N2,136,rainfed,N2,1.753,10.51413973,18.43128694,1.235595634,0.926941079,10514.13973,1.753,184.3128694,0,0,0,6055.777527,1.6603,100.5440743,314.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00785,0.030625,0.01725,0.40315,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.138,38.1786,1.508866667,0.130266667,25.46466667
2320180515,23,20180515,2018,N2,136,rainfed,N2_rain,0.907748939,14.48736278,13.1508882,0.746966852,0.553056186,11760.92815,0.7555,88.85381216,2726.434633,1.5645,42.65506984,6055.777527,1.6603,100.5440743,#N/A,0.010446979,0.037525471,0.007566438,0.035764383,3.591992696,4.726713122,0.022925,0.0444,0.025925,0.432725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.32266667,36.87166667,1.498,0.122133333,24.816
2320190311,23,20190311,2019,N3,199,irrigated,N3,3.7747,1.988,7.5041036,1.190132413,0.95593574,1988,3.7747,75.041036,0,0,0,5440.077892,2.5207,137.1280434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.036075,0.069475,0.05615,0.4216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.14933333,35.39033333,1.435266667,0.147666667,24.436
2320190412,23,20190412,2019,N3,199,irrigated,N3,2.2291,6.4768,14.43743488,1.243352859,0.951474394,6476.8,2.2291,144.3743488,0,0,0,5440.077892,2.5207,137.1280434,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.022675,0.047275,0.03665,0.3942,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.43,41.14325,1.580583333,0.148583333,26.42333333
2320190516,23,20190516,2019,N3,199,irrigated,N3_irri,1.282251079,13.3810919,17.15791952,1.015421195,0.754272993,9571.692033,1.079995,103.3737954,3809.399863,1.79045,68.20539985,5440.077892,2.5207,137.1280434,241.4333333,0.007585199,0.035861634,0.007942291,0.033306714,4.727843438,4.193590268,0.02655,0.0547,0.048125,0.36565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.21214286,41.46942857,1.533642857,0.114928571,27.05285714
2420180322,24,20180322,2018,N3,186,rainfed,N3,4.016,3.4942,14.0327072,1.662678965,1.304967308,3494.2,4.016,140.327072,0,0,0,7123.838844,1.988,141.6219162,259.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0001,0.0249,0.0116,0.41745,0.0678,0.2979,0.39,0.4155,0.1522,0.0833,16.86733333,43.20673333,1.2764,0.137133333,34.53866667
2420180419,24,20180419,2018,N3,186,rainfed,N3,2.4396,7.931681066,19.35012913,1.500685781,1.138896557,7931.681066,2.4396,193.5012913,0,0,0,7123.838844,1.988,141.6219162,272.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00775,0.0287,0.01385,0.4425,0.0612,0.29,0.4102,0.4264,0.141,0.0792,26.11933333,41.8224,1.5498,0.122733333,27.342
2420180515,24,20180515,2018,N3,186,rainfed,N3_rain,1.792224885,9.6522,17.29891304,1.212117559,0.912522436,7985.1,1.7594,182.0375147,1667.1,1.94945,47.50042346,7123.838844,1.988,141.6219162,#N/A,0.012401399,0.056596948,0.013945335,0.036163786,4.563755189,2.593253319,0.0227,0.0432,0.02415,0.4595,0.0867,0.2938,0.4013,0.445,0.1556,0.0812,27.828,37.69393333,1.5494,0.1234,24.56466667
2420190311,24,20190311,2019,N2,149,irrigated,N2,3.874,1.9848,7.6891152,1.220490878,0.980384956,1984.8,3.874,76.891152,0,0,0,4727.320086,2.2256,105.2112358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.034525,0.06735,0.054375,0.4188,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.71466667,41.47066667,1.527933333,0.154866667,27.30733333
2420190412,24,20190412,2019,N2,149,irrigated,N2,2.11175,7.20682,15.21900214,1.240253407,0.944955648,7206.82,2.11175,152.1900214,0,0,0,4727.320086,2.2256,105.2112358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.024525,0.05135,0.042675,0.38405,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.41583333,43.34366667,1.557166667,0.136916667,28.00833333
2420190516,24,20190516,2019,N2,149,irrigated,N2_irri,1.255822776,10.48951648,13.1729737,0.884160233,0.663358794,7566.561507,1.1118,84.12503083,2922.954972,1.62865,47.60470615,4727.320086,2.2256,105.2112358,257.5666667,0.009587716,0.030807033,0.005635597,0.037436828,3.21317738,6.64292164,0.02705,0.058625,0.05335,0.358625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.53642857,40.75292857,1.534357143,0.111214286,27.04571429
2520180322,25,20180322,2018,N2,136,rainfed,N2,2.86275,2.698,7.7236995,1.046054744,0.829755579,2698,2.86275,77.236995,0,0,0,6605.714323,1.6777,110.8240692,136.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0066,0.0451,0.0351,0.4025,0.0768,0.2996,0.3891,0.4071,0.1652,0.0925,16.89533333,41.31446667,1.220066667,0.150466667,35.73533333
2520180419,25,20180419,2018,N2,136,rainfed,N2,2.63425,6.018957316,15.85543831,1.418219621,1.088558078,6018.957316,2.63425,158.5543831,0,0,0,6605.714323,1.6777,110.8240692,268.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.01125,0.03495,0.02115,0.38865,0.0742,0.2854,0.3838,0.4005,0.1436,0.0781,25.48133333,36.3818,1.573266667,0.133133333,23.284
2520180515,25,20180515,2018,N2,136,rainfed,N2_rain,0.934231336,12.99107175,12.13666631,0.729327664,0.542415049,10338.78119,0.814,84.15767886,2652.29056,1.4029,37.20898427,6605.714323,1.6777,110.8240692,#N/A,0.018320978,0.043583941,0.011855011,0.032049067,2.378909109,2.703419479,0.02215,0.04725,0.02675,0.43795,0.0819,0.2963,0.4002,0.434,0.1579,0.0815,27.82933333,35.6136,1.525266667,0.126,23.40933333
2520190311,25,20190311,2019,N3,199,irrigated,N3,3.82205,1.828,6.9867074,1.157200454,0.93268729,1828,3.82205,69.867074,0,0,0,3974.477612,2.3772,94.48128179,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0385,0.070825,0.05845,0.41655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.78733333,40.05786667,1.460333333,0.1418,27.59066667
2520190412,25,20190412,2019,N3,199,irrigated,N3,1.90015,6.72404,12.77668461,1.079222636,0.824606382,6724.04,1.90015,127.7668461,0,0,0,3974.477612,2.3772,94.48128179,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.025075,0.052075,0.045825,0.3844,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.40181818,45.22827273,1.426636364,0.141272727,32.06545455
2520190516,25,20190516,2019,N3,199,irrigated,N3_irri,1.433357491,10.94189589,15.68364844,1.029944841,0.771400042,7831.937494,1.27395,99.77496771,3109.958398,1.8348,57.06151668,3974.477612,2.3772,94.48128179,231.1666667,0.009095011,0.041900095,0.007521618,0.030689079,4.606931571,4.080116881,0.027625,0.05835,0.0516,0.378725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.33071429,45.90378571,1.423285714,0.111642857,32.89
2620180322,26,20180322,2018,N3,186,rainfed,N3,3.9833,2.9484,11.74436172,1.519256067,1.200732938,2948.4,3.9833,117.4436172,0,0,0,6469.726854,1.9206,124.257574,180.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0014,0.0352,0.0197,0.41755,0.0734,0.2977,0.3888,0.4123,0.1542,0.0887,16.654,42.463,1.308666667,0.150133333,33.28066667
2620180419,26,20180419,2018,N3,186,rainfed,N3,1.84225,7.956829693,14.6584695,1.134968338,0.861235436,7956.829693,1.84225,146.584695,0,0,0,6469.726854,1.9206,124.257574,357.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00935,0.02995,0.01645,0.43335,0.0616,0.2862,0.4012,0.4142,0.1386,0.0785,24.28866667,43.99133333,1.532733333,0.1178,28.97466667
2620180515,26,20180515,2018,N3,186,rainfed,N3_rain,1.408856069,13.26358162,18.68647746,1.110937255,0.82552252,10156.99314,1.27685,129.6895669,3106.588478,1.84045,57.17520764,6469.726854,1.9206,124.257574,#N/A,0.018887867,0.03231076,0.008433525,0.038130086,1.710662155,4.521251064,0.02545,0.04825,0.02915,0.44605,0.0876,0.3019,0.4116,0.447,0.1601,0.0852,27.60133333,34.01826667,1.6366,0.129333333,20.94533333
2620190311,26,20190311,2019,N2,149,irrigated,N2,3.5796,1.6406,5.87269176,1.028628463,0.83274477,1640.6,3.5796,58.7269176,0,0,0,3966.247522,2.1729,86.1825924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.038125,0.072825,0.0608,0.407225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.41538462,39.08615385,1.434153846,0.141384615,27.46846154
2620190412,26,20190412,2019,N2,149,irrigated,N2,1.92945,5.9182,11.41887099,1.030335952,0.791384548,5918.2,1.92945,114.1887099,0,0,0,3966.247522,2.1729,86.1825924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.031075,0.0584,0.055825,0.3787,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.43166667,43.21383333,1.508416667,0.141583333,28.71166667
2620190516,26,20190516,2019,N2,149,irrigated,N2_irri,1.370669759,9.5568,13.09921675,0.922574609,0.694827779,6770,1.219565,82.5645505,2786.8,1.73775,48.427617,3966.247522,2.1729,86.1825924,215.5,0.009213166,0.038186919,0.007870215,0.027739881,4.144820321,3.52466618,0.031,0.062,0.056375,0.3695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.29357143,38.99778571,1.601714286,0.115714286,24.6
2720180322,27,20180322,2018,N2,136,rainfed,N2,3.0802,3.4384,10.59095968,1.265367826,0.993790092,3438.4,3.0802,105.9095968,0,0,0,6719.524441,1.6568,111.3290809,186.85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.00185,0.0349,0.024575,0.393425,0.083,0.2939,0.375,0.3865,0.1791,0.1101,16.69666667,42.00006667,1.3158,0.139857143,32.70733333
2720180419,27,20180419,2018,N2,136,rainfed,N2,1.42315,6.36996701,9.065418551,0.787456672,0.60301141,6369.96701,1.42315,90.65418551,0,0,0,6719.524441,1.6568,111.3290809,294.9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.015525,0.039975,0.02765,0.362475,0.0819,0.2708,0.3547,0.3682,0.162,0.0999,24.08,36.30846667,1.5556,0.139533333,23.37466667
2720180515,27,20180515,2018,N2,136,rainfed,N2_rain,1.274753323,11.62828877,14.82319975,0.943296056,0.70474233,9101.272776,1.1585,105.4382451,2527.015994,1.69345,42.79375235,6719.524441,1.6568,111.3290809,#N/A,0.014985557,0.04832257,0.010579695,0.063019566,3.224609569,5.956652463,0.026475,0.051875,0.0325,0.415125,0.0959,0.2905,0.385,0.4125,0.1712,0.0961,28.52533333,37.1066,1.612466667,0.130428571,23.38333333
2720190311,27,20190311,2019,N3,199,irrigated,N3,3.8428,1.6672,6.40671616,1.112872915,0.900352478,1667.2,3.8428,64.0671616,0,0,0,4186.347124,2.7236,114.0193503,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.036925,0.070675,0.057425,0.422225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.87733333,38.35366667,1.467133333,0.149466667,26.44
2720190412,27,20190412,2019,N3,199,irrigated,N3,2.39235,5.59162,13.37711211,1.242977114,0.956935302,5591.62,2.39235,133.7711211,0,0,0,4186.347124,2.7236,114.0193503,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.027875,0.053025,0.047125,0.39135,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.38272727,46.06618182,1.498818182,0.130818182,30.89090909
2720190516,27,20190516,2019,N3,199,irrigated,N3_irri,1.477619572,10.13037269,14.96883697,1.022957157,0.768590992,6889.869183,1.3592,93.64710194,3240.503512,1.7294,56.04126773,4186.347124,2.7236,114.0193503,317.2333333,0.009491927,0.040049229,0.008757393,0.021877529,4.219293812,2.498178329,0.026425,0.05485,0.049325,0.384225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,23.73214286,41.67128571,1.5785,0.102714286,26.27785714
2820180322,28,20180322,2018,N3,186,rainfed,N3,4.80965,3.0312,14.57901108,1.859135537,1.467686642,3031.2,4.80965,145.7901108,0,0,0,8173.323606,1.902,155.456615,143.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.003033333,0.034166667,0.025333333,0.4138,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.49133333,42.94213333,1.1308,0.1428,39.46933333
2820180419,28,20180419,2018,N3,186,rainfed,N3,2.23435,9.731361436,21.74326742,1.517109002,1.141747725,9731.361436,2.23435,217.4326742,0,0,0,8173.323606,1.902,155.456615,287.6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.011833333,0.035133333,0.021833333,0.3928,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.71133333,40.217,1.601533333,0.1296,25.30333333
2820180515,28,20180515,2018,N3,186,rainfed,N3_rain,1.271230956,11.85539153,15.07094071,0.949518806,0.708829047,9137.82026,1.13295,103.5269346,2717.571273,1.7362,47.18247244,8173.323606,1.902,155.456615,#N/A,0.013037922,0.059262453,0.011785303,0.052364841,4.545390997,4.443232391,0.0255,0.050133333,0.031666667,0.4508,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.896,38.622,1.549266667,0.118928571,25.208
2820190311,28,20190311,2019,N1,99,irrigated,N1,3.3522,2.0964,7.02755208,1.084375427,0.869095927,2096.4,3.3522,70.2755208,0,0,0,4870.714474,2.0283,98.79270168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.034925,0.066675,0.051725,0.422475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,22.96642857,37.84928571,1.564642857,0.150071429,24.38142857
2820190412,28,20190412,2019,N1,99,irrigated,N1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.0505,#N/A,0,0,0,4870.714474,2.0283,98.79270168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.021675,0.04465,0.037575,0.3887,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.63,41.94141667,1.6075,0.137333333,26.26833333
2820190516,28,20190516,2019,N1,99,irrigated,N1_irri,1.257828067,9.527251348,11.98364415,0.845357429,0.636753277,6651.406722,1.1141,74.10332229,2875.844627,1.59025,45.73311918,4870.714474,2.0283,98.79270168,367.1,0.010122589,0.037311647,0.009304599,0.026084326,3.685978555,2.803379971,0.027625,0.0571,0.051725,0.361625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.00071429,41.982,1.520928571,0.103428571,27.625
2920180322,29,20180322,2018,N1,86,rainfed,N1,2.69505,1.6622,4.47971211,0.779353663,0.630601579,1662.2,2.69505,44.7971211,0,0,0,5391.882276,1.3788,74.34327282,185.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0099,0.0471,0.03545,0.41475,0.111,0.316,0.3837,0.4013,0.1829,0.1095,16.152,34.5956,1.4588,0.166333333,23.99866667
